scene	summary
s09e17_scene010_0699_0719	"Penny is going to spend Sheldon's birthday in the bathroom with him. Sheldon doesn't want to spend his birthday in a bathroom, because everyone will think he's weird.
"
s09e02_scene003_0278_0298	"Amy wants to go through Sheldon's old scarf. She wore it the night they went ice-skating. Sheldon stood at the rail Googling the symptoms of hypothermia.
"
s08e08_scene000_0063_0083	"Sheldon and Leonard discuss the classification of apes and the gibbon as a lesser ape. The gibbon doesn't know what it's categorized as and doesn't even know it's called gibbon.
"
s09e02_scene008_0858_0859	we came up with a bunch more.
s09e17_scene003_0239_0259	"Amy, Sheldon and Bernadette are discussing party balloons, music and cake. Sheldon likes marching bands and Tibetan throat singing. He doesn't like latex balloons and water balloons.
"
s09e12_scene002_0271_0281	"Stuart has never been in Bernadette's room while she's awake. He has never even been in the room while Howard's awake, though.
"
s09e06_scene008_0745_0765	"Leonard and Sheldon are going to do an experiment with helium. Sheldon is worried about getting caught. Leonard is confident they won't get caught. Sheldon doesn't know his Uncle Harvey's name.
"
s09e19_scene012_0942_0962	"Penny, Bernadette and Raj are waiting for them. Raj is going to come out of the closet and nail those guys. Leonard and Howard are sorry they did a stupid thing.
"
s08e12_scene002_0303_0307	"Penny and Sheldon are discussing Sheldon's behaviour. Penny is upset with him. Sheldon is just doing what he has to do to keep the fun going.
"
s09e11_scene000_0077_0097	"Sheldon has spent his life denying that he exists, but desperate times call for desperate measures. Sheldon is good friends with Howard's mom. Sheldon will continue to deny that he is Sheldon Cooper.
"
s09e09_scene006_0422_0442	"It was 72 degrees the next day, then it was 72 again. The next day it was 74 degrees. Today it's 78 degrees. Sheldon and Amy are discussing the weather.
"
s09e16_scene007_0621_0641	"Amy, Penny and Bernadette are talking about the fun things they get to do when they have a baby. Amy bought a travel cup for Sheldon and a toy for Howie.
"
s08e05_scene002_0217_0237	"Leonard, Sheldon, Howard, Raj and Raj are going to change the world in 48 hours. The girls are gone, so they have 48 hours to innovate.
"
s09e20_scene002_0195_0215	"Raj will help Bernadette running errands today. He has been making a lot of fuss over her since she told him she was pregnant. Raj sent her a list of the top five lactation consultants in Los Angeles.
"
s09e08_scene009_0858_0878	"Sheldon thinks 45 seconds is plenty of time for a woman to fall in love with him. Raj thinks 60 seconds is too long. Howard has been telling women that for 20 years.
"
s09e12_scene003_0311_0331	"Raj is making sure the telescope's camera is white-field balanced and wishing he had a coloring book. Sheldon's father lost his job, but Mr. Hinckley gave him a Fudgsicle.
"
s09e18_scene005_0773_0793	"Raj is seeing his ex-girlfriend because she's having a tough time. She doesn't have her best friend to talk to anymore. Claire wants to meet up with Raj.
"
s09e13_scene009_0739_0759	"Emily's job is popping zits and squirting Botox into old lady faces. Sheldon thinks Emily hears that a lot. Raj accepts Emily's apology. Raj is defending him.
"
s09e16_scene016_1095_1096	On the other hand, we might lack a certain maturity.
s08e12_scene008_0790_0810	"Leonard is not allowed to adjust the temperature in his own home because of Sheldon. He doesn't whistle and he doesn't wear shoes that might squeak. Leonard doesn't live with his wife.
"
s09e09_scene000_0084_0089	If you can't support me when I'm lying, why are we married?
s09e17_scene001_0112_0132	"Sheldon has a twin sister with whom he has a birthday. Every year they would have a birthday party, but no one would come, because they didn't like Sheldon.
"
s09e12_scene005_0442_0462	"Howard and Bernadette are going to have the house back to themselves. Stuart moved in two years ago to help take care of Howard's mom.
"
s09e06_scene008_0765_0785	"Leonard is going to help Sheldon connect a sticker to a metal container. The sticker is partially torn off, but the segment that remains reads “Property of USC or UCLA” and the letter “U.S. Government”.
"
s08e15_scene002_0280_0296	"Penny doesn't know what to tell Sheldon to do about her. She suggests he should talk to her and let it go, but Sheldon doesn't want to do that. He should shove them somewhere.
"
s09e10_scene015_1050_1070	"Amy doesn't know what she's waiting for. Sheldon is knocking on Amy's door. Sheldon doesn't care about Dave's hair. Amy doesn't want to come.
"
s09e06_scene001_0081_0100	"Barry wants Sheldon to do something for him, but Sheldon is not going to do it for him. Sheldon was honest with Barry, so Barry doesn't believe him.
"
s09e17_scene006_0395_0415	"Adam should be higher on the list, because he had muscles built into his Batsuit. Howard, Leonard, Raj and Adam are worried about Affleck.
"
s09e02_scene006_0594_0614	"Bernadette made him more confident and he's cockier now because of it. Penny thinks it's better to have a guy be with you because he wants to be and not because he doesn't have any other choice.
"
s09e11_scene018_1180_1200	"Sheldon saw the movie a few days later and it was amazing. Amy liked it fine, but she doesn't have the history with the franchise like Sheldon.
"
s08e01_scene014_1107_1127	"Sheldon was the world's smartest caterpillar, but after pupating in the railway system, he became a smarter butterfly. Sheldon's trip was good for him.
"
s09e13_scene009_0799_0813	"Sheldon caused the fight and he feels terrible about it. He can do better than that, but he doesn't know which one he likes more.
"
s09e15_scene015_0768_0788	"Amy split up with Sheldon. She started dating three different men right away. Sheldon is angry about it, because Amy gave the milk away to three different guys.
"
s09e13_scene000_0084_0104	"Sheldon wants Penny to rub Vicks on his chest. Penny cooked him breakfast, she made his bed, she checked his mouth for thrush and she made him a bed.
"
s08e08_scene003_0336_0356	"Bernadette invited him to Howard's prom. She invited him because he's their friend. Howard's mom was a chaperone. They were playing their song at the prom.
"
s09e09_scene012_1002_1022	"Sheldon is having a party with his current friends. He will have to eat hagfish. Amy thinks it's gross and doesn't like the idea.
"
s09e02_scene002_0224_0244	"Leonard got drunk and made out with Mandy Chao. He didn't tell Bernadette about it. Howard thinks it's hard having more than one wife.
"
s09e17_scene000_0023_0041	"Amy and Penny are planning a birthday party for Leonard. Penny doesn't know where he is, because he disappeared from Amy's conversation about his birthday.
"
s09e10_scene005_0321_0341	"Sheldon is having a hard time remembering a song and wants to take a break. Leonard suggests that he should put on some headphones. Sheldon doesn't want to.
"
s09e19_scene012_0962_0982	"Leonard and Howard went to a movie and lied about it. They want to take Bernadette and Penny to dinner. Penny doesn't want to be upset, but they did have fun working on the prototype.
"
s09e12_scene000_0084_0100	"Raj is scanning for rogue planets and invites Leonard to join him. Leonard wants to get his Sheld-off. Sheldon wants him to stop selling it.
"
s09e06_scene008_0805_0808	or we can kiss our dreams good-bye because we were to afraid to break a few rules.
s08e12_scene002_0283_0303	"Penny, Sheldon and Leonard are going shopping for clothes. Penny and Amy will go shopping together. Leonard will hold Penny's and Amy's purses. They will buy clothes.
"
s09e08_scene008_0835_0855	"Dave saw Dr. Leonard Hofstadter speak at Stanford with Sheldon Cooper and wants to meet him. He wants to shake Leonard's hand, but Leonard doesn't want to do that.
"
s09e09_scene008_0569_0589	"Raj read that washing dishes can be an excellent form of meditation. The key is that one should only be washing the dishes, focusing on the feeling of the warm water.
"
s09e06_scene006_0512_0532	"Leonard doesn't care if it's a Mexican standoff or a stalemate. Sheldon thinks it's only limited by your imagination and doesn't mind using the term ""impasse"".
"
s09e10_scene005_0341_0361	"Penny wants Sheldon to take a break and do something else for a while. Sheldon will show her a project he's been thinking about starting for a long time.
"
s08e05_scene007_0806_0826	"Amy, Bernadette and Penny are going to a place that has Australian male strippers. Penny has more studying to do, so she can't join.
"
s09e16_scene009_0789_0809	"Bernadette, Penny, Amy and Leonard are going to join Sheldon and his friends for karaoke. Penny and Amy are not going to go in.
"
s09e13_scene009_0779_0799	"Emily is standing up for herself. Raj wants her to stop, but she won't stop. She's still going on the trip, but if she doesn't, she'll leave.
"
s09e18_scene004_0695_0715	"Howard doesn't want to talk to Bernadette about her pregnancy because he's worried about her. She's not worried about him, but about her own health.
"
s09e19_scene005_0483_0484	it better be at least as good as the original.
s09e02_scene006_0554_0574	"Penny fell in love with Leonard. Amy and Bernadette don't know what to think about it, because they didn't expect him to do it.
"
s08e01_scene001_0219_0239	"Leonard will be there as soon as he can. Penny can't go with him to Arizona, because she has a job interview there. Sheldon is fine, he's just a little rattled.
"
s09e20_scene003_0245_0255	"Leonard and Penny are going to meet Sheldon. Sheldon is going to say something to him. Penny likes Sheldon's hat. Leonard is mean to Sheldon.
"
s09e09_scene004_0339_0359	"Amy and Sheldon are going to the aquarium. Sheldon printed out a list of safe topics for polite conversation to reduce awkwardness as they learn how to function as friends.
"
s09e12_scene016_1036_1038	"Stuart misses this. He misses it a lot. No one misses it. Stuart misses it too, but no one knows it. He miss this.
"
s09e01_scene006_0513_0533	"Penny will come up with something mushy for Leonard. Leonard will tell her about how the universe was created 14 billion years ago and how the atoms traveled through time and space to create us.
"
s09e20_scene012_0758_0778	"Sheldon is worried his wife Penny can't handle money. Penny makes more money than Leonard. Penny and Leonard are married, so they are supposed to share everything. Leonard has a little savings.
"
s08e15_scene006_0685_0705	"Raj rear-ended the guy who plays Jon Snow in Game of Thrones. Leonard doesn't want to watch him in anything again. Raj was distracted and didn't see him.
"
